4860,13500
5400,13500
5940,13500
6480,12960
6480,12420
7020,11880
6480,11340
7020,10800
7020,10260
6480,9720
6480,9180
6480,8640
7020,8640
7560,8640
8100,8640
8640,8100
8640,7560
8640,7020
9180,6480
9720,6480
10260,5940
10260,5400
10800,4860
10260,4320
10260,3780
10800,3240
11340,2700
10800,2160
10800,1620
10800,1080
10260,540
9720,540
9180,540
8640,1080
8100,1620
7560,1620
7020,2160
6480,2700
5940,2700
5400,3240
4860,3780
4320,3780
3780,4320
3240,4860
2700,5400
2160,5940
1620,6480
1080,7020
1080,7560
540,8100
540,8640
1080,9180
1620,9720
1620,10260
2160,10800
2160,11340
2700,11880
3240,11880
3780,12420
4320,12960
